comment-en,comment-mg,sentiment
No longer does the music feel constrained by the mono recording.,Tsy mahatsiaro ho voafehin'ny firaketana mono intsony ny mozika.,1
"Mr. Lieven does an excellent job in his analysis of the Chechen conflict, but readers should use caution against potential bias.","Manao asa tsara Atoa Lieven amin'ny famakafakana ny ady Tsetsenina, saingy tokony hitandrina ny mpamaky amin'ny mety ho fitongilanana.",1
"Very rarely do you come across a game like this, and I'm extremely glad for this.","Zara raha mahita lalao tahaka izao ianao, ary tena faly aho amin'izany.",0
Are her publishers totally ignoring the ever increasing deploring reviews?,Moa ve tsy miraharaha tanteraka ireo tsikera mampahory tsy mitsaha-mitombo ireo mpitory azy?,0
"The places never look the same, which is a good point.","Tsy mitovy mihitsy ny toerana, izay hevitra tsara.",1
"This band has such potential to go far: down-to-earth kids who love to hang out with their fans, catchy albums and they put on a fun and impressive live show (I was very surprised).","Manana fahafahana handeha lavitra ity tarika ity: ankizy latsaka an-tany izay tia miaraka amin'ny mpankafy azy, rakitsary manintona ary manao fampisehoana mivantana mahafinaritra sy manaitra (tena gaga aho).",1
"BLADE RUNNER (DIRECTOR'S CUT) (1982) **** Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, Brion James, William Sanderson, Daryl Hannah, Joanna Cassidy, M. Emmett Walsh, Joe Turkel. Visually atmospheric histrionics set the bleak setting of futuristic hell in Los Angeles of the dour ""blade runner"" Deckard bounty hunting renegade replicants led by psychopathic android Roy Batty (appropriately named and Hauer's best performance of his career) out to terminate his maker.","BLADE RUNNER (DIRECTOR'S CUT) (1982) **** Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, Brion James, William Sanderson, Daryl Hannah, Joanna Cassidy, M. Emmett Walsh, Joe Turkel. Ny histrionika amin'ny atmosfera hita maso dia mametraka ny toerana manjavozavo amin'ny helo futuristika any Los Angeles an'ny ""blade runner"" Deckard bounty mihaza mpikomy mpikomy notarihin'ny psychopathic android Roy Batty (nomena anarana tsara sy ny zava-bita tsara indrindra nataon'i Hauer tamin'ny asany) mba hampitsahatra ny mpamorona azy.",1
"I realize that opinions vary, and I'm sure I'll get lit up for writing a negative review, but I really felt obligated to let people know to save their money.","Tsapako fa miovaova ny hevitra, ary azoko antoka fa hirehitra amin'ny fanoratana hevitra ratsy aho, saingy tena nahatsapa ho manana adidy aho hampahafantatra ny olona mba hitahiry ny volany.",0
It's your choice.,Safidinao io.,1
"Lines like ""It's Latin, it means 'Know thy self'"", screams of un-intelligens, it was of course not Latin but ancient greek since the temple that said it was located in Delphi which is in Greece and not Italy. And no onward to the films.","Ny andalana toy ny hoe ""Latinina io, midika hoe 'Fantaro ny tenanao'"", horakorak'ireo tsy manan-tsaina, mazava ho azy fa tsy latinina fa grika fahiny hatramin'ny tempoly nilaza fa any Delphi izay any Gresy fa tsy Italia no misy azy. Ary tsy mandeha amin'ny filma.",0
Fans of the mindless hack-'n'-slash might just like this one as a rental.,Ireo mpankafy ny hack-'n'-slash tsy misy saina dia mety ho tia ity iray ity ho fanofana.,1
"When the game is over, you feel numb, as if you have watched 3 Disney movies in a row.","Rehefa tapitra ny lalao dia mahatsiaro ho kivy ianao, toy ny hoe nijery sarimihetsika Disney 3 misesy.",0
The material is durable and the bag looks good.,Ny fitaovana dia mateza ary tsara ny kitapo.,1
Pros: this is a very attractive sportband.,Tombontsoa: tarika fanatanjahan-tena tena manintona ity.,1
Sykes steals the show as Evan's sarcastic assistant.,Sykes dia mangalatra ny fampisehoana ho mpanampy maneso an'i Evan.,1
"""Disappointing"" The overall storyline of the game is held together by poor one-liners.","""Diso fanantenana"" Ny fizotry ny tantara ankapoben'ny lalao dia miaraka amin'ireo tsipika tokana.",0
It's one of the few shooters I've ever played where I was hoping the game would end sooner.,Io no iray amin'ireo mpitifitra vitsivitsy nilalao izay nanantenako fa hifarana haingana kokoa ny lalao.,0
But the story line is incredibly hollow..You keep wondering when will things start making sense...,Fa ny fizotry ny tantara dia tena poakaty.. Manontany tena ianao hoe rahoviana no hatomboka ny zava-misy...,0
So a demerit there!),Ka demerit any!),0
The gunshots are...near perfect.....there is even some villains that taunt you during the major killage which you inflict on the fiends....Then the music...Your very great western music!,Ny poa-basy dia...eo ho eo tonga lafatra.....misy olon-dratsy mihitsy aza maneso anao mandritra ny famonoana lehibe izay ataonao amin'ny devoly....Dia ny mozika...Ny mozika tandrefana tena mahafinaritra!,1
"However, once I realized that there is little meaningful text hidden between tons of useless babble, I started speed reading and found that it was enough to read just the title of each paragraph and a line or 2 in caps.","Na izany aza, rehefa tsapako fa misy lahatsoratra kely misy dikany miafina eo anelanelan'ny babble tsy misy ilana azy, dia nanomboka namaky haingana aho ary hitako fa ampy ny mamaky ny lohatenin'ny fehintsoratra tsirairay sy ny andalana iray na 2 amin'ny kapila.",0
* The book is well researched.,* Voadinika tsara ilay boky.,1
"On the surface an unlikely romance, the story draws strong parallels to the coexisting US Civil Rights Movement: The Heroine: To all those Blacks who suffered abuse at the hands of others and developed strength to live through it.","Amin'ny ankapobeny dia tantaram-pitiavana tsy azo inoana, ny tantara dia mampifanitsy mafy amin'ny Hetsika Miaro ny Zon'ny Sivily Amerikana: Ilay Mahery Fo: Ho an'ireo Mainty rehetra izay niharan'ny fanararaotana teo am-pelatanan'ny hafa ary nampitombo hery hiatrehana izany.",1
I'd love to read a book written by the author in the format of the preface.,Tiako ny mamaky boky nosoratan'ny mpanoratra amin'ny endrika sasin-teny.,1
"In truth, I was expecting a lot more than what I got in terms of graphics.","Raha ny marina, nanantena zavatra betsaka kokoa noho izay azoko momba ny sary aho.",0
"I was certainly one of the most excited fans out there when I heard this game was going to DS, and the disappointment with all the features they left out of this game was appalling.","Azo antoka fa iray amin'ireo mpankafy faly indrindra aho rehefa nandre ity lalao ity ho any amin'ny DS, ary ny fahadisoam-panantenana tamin'ny endri-javatra rehetra navelany tamin'ity lalao ity dia nahatsiravina.",0
"Later trying to decide what to do about this problem, I realized that this was a malfunctioning product and they they should take it back.","Taty aoriana dia niezaka nanapa-kevitra izay tokony hatao amin'ity olana ity aho, tsapako fa vokatra tsy miasa io ary tokony haveriny indray.",0
"Finally, the ending smacks of confusion and disappointment never accomplishing anything of merit.","Farany, ny fiafaran'ny fisafotofotoana sy ny fahadisoam-panantenana dia tsy nahavita na inona na inona mendrika.",0
You have the new XXX (Ice Cube) who no matter how good is acting is is a pimp!,Manana ny XXX (Ice Cube) vaovao ianao izay na dia tsara toy inona aza ny fihetsika dia pimp!,0
It's sad that sush an talented artist like him can be manipulated by Record Company that only cares about business (money).,Mampalahelo fa ny sush mpanakanto manan-talenta toa azy dia azon'ny Record Company izay tsy miraharaha afa-tsy ny raharaham-barotra (vola).,0
Jews lead an epic battle for the land that is rightfully theirs: just like the Germans did in 1939 against the 'evil' and 'inferior' Polish who were occupying 'their' land.,Ny Jiosy dia nitarika ady lehibe ho an'ny tany izay azy ireo: tahaka ny nataon'ny Alemà tamin'ny 1939 tamin'ny Poloney 'ratsy' sy 'ambany' izay nibodo ny taniny.,0
I spent 3 days on and off trying to down load phone numbers from my motorola v600 cell phone to my laptop with the ambicom inc usb bluetooth adapter.,Nandany 3 andro aho ary tsy nanandrana nampidina ny nomeraon-telefaona avy amin'ny finday motorola v600 ho any amin'ny solosaina findaiko miaraka amin'ny adaptatera bluetooth usb ambicom inc.,0
"Other than the moves she learned from Ansuya, I would venture to say that Kathy doesn't know a doumbek from a zil...or a beledi from a karshlima.","Ankoatra ny fihetsehana nianarany tamin'i Ansuya, dia sahy milaza aho fa i Kathy dia tsy mahalala doumbek amin'ny zil...na beledi avy amin'ny karshlima.",0
HP all-in-ones don't seem to have this problem.,Toa tsy manana an'io olana io ny HP all-in-ones.,0
Also might be nice to have relative pointing instead of absolute...,Mety tsara koa ny manana tondro relatila fa tsy absolute...,0
Awesome eh?,Mahafinaritra eh?,0
No wonder it is getting cheaper by the day.,Tsy mahagaga raha mihamora ny andro.,0
"I don't know, give us something nice to hear, that makes you want to move around!","Tsy haiko, omeo zavatra mahafinaritra ho re izahay, izay mahatonga anao te hivezivezy!",0
DVD's and video games play very well on this television.,Ny DVD sy ny lalao video dia milalao tsara amin'ity fahitalavitra ity.,1
"Not many of the songs grabbed my attention, his voice gets real annoying after a while too.","Tsy dia maro tamin'ireo hira no nisarika ny saiko, ny feony dia tena mahasosotra ihany koa rehefa afaka kelikely.",0
"That was about 2 months ago, and I still haven't heard from Gateway.","Tokony ho 2 volana lasa izay, ary mbola tsy nahare avy amin'ny Gateway aho.",0
"Hell, even Cloud, the soldier who barely talked and had no recollection of the past seemed more real than any of the characters in FF9. I guess the only thing ''old school'' about this game was the lack of plot.","Hell, eny fa na i Cloud aza, ilay miaramila zara raha niresaka sy tsy nahatsiaro ny lasa dia toa tena nisy kokoa noho ny olona rehetra tao amin'ny FF9. Heveriko fa ny hany zavatra ""sekoly tranainy"" momba ity lalao ity dia ny tsy fisian'ny tetika.",0
What a letdown.,Tena fahadisoam-panantenana.,0
"Those are good, and they won't bother you before a long time.",Tsara ireo ary tsy hanelingelina anao mandritra ny fotoana maharitra.,1
"Perhaps I'm jaded, but now much of this album sounds pretty silly (as does a lot of the music I proudly own from that era).","Mety ho reraka aho, fa ankehitriny ny ankamaroan'ity rakikira ity dia toa adaladala (toy ny ankamaroan'ny mozika izay ananako am-pireharehana tamin'izany fotoana izany).",0
It just ain't worth it.,Tsy mendrika izany.,0
This cd was pretty relaxing.,Tena nampiala voly ity cd ity.,1
Don't buy or rent this DVD,Aza mividy na manofa ity DVD ity,0
Mostly shallow ideas about meaning of life.,Hevitra marivo indrindra momba ny dikan'ny fiainana.,0
Great cut: Bombay Calling - a wonderful violin driven instrumental that makes you bounce in your seat.,Tapaka tsara: Bombay Calling - zavamaneno mahafinaritra entin'ny lokanga izay mahatonga anao hitsoaka eo amin'ny sezanao.,1
"First of all, it's like Windows 95 -- I have to ""reboot"" it every day -- and I don't have any extra software installed other than what comes with the phone.","Voalohany indrindra, toy ny Windows 95 izy io - tsy maintsy ""reboot"" aho isan'andro - ary tsy misy logiciel fanampiny apetraka afa-tsy izay miaraka amin'ny finday.",0
"In whole, a major disappointment due to shortened versions, and simply baffling since it is stated that this IS the original album.","Amin'ny ankapobeny, fahadisoam-panantenana lehibe noho ny dikan-teny nohafohezina, ary mampihomehy fotsiny satria voalaza fa ity no rakikira voalohany.",0
The last few intensive notes end this song beautifully.,Ireo fanamarihana mafonja vitsivitsy farany dia mamarana ity hira ity tsara.,1
The author/speaker carefully explains the meanings of the sayings of Jesus in their original Aramaic then teaches the listener the language forms of the various words.,Ny mpanoratra/mpikabary dia manazava tsara ny hevitry ny tenin'i Jesosy amin'ny teny aramianina tany am-boalohany avy eo dia mampianatra ny mpihaino ny endriky ny fitenin'ireo teny samihafa.,1
I believe that most readers would have rather read about Vincentes experience in nuclear power plants with all its technical complexity than being bored by his fabricated and dull pump system.,Mino aho fa ny ankamaroan'ny mpamaky dia aleony mamaky momba ny traikefan'i Vincentes amin'ny toby nokleary miaraka amin'ny fahasarotana ara-teknika rehetra toy izay leo amin'ny rafitra paompy noforoniny.,0
Why oh why did that 1 guard see me with 20 seconds left as I slowly walk back to my informant?,Nahoana oh nahoana no nahita ahy ilay mpiambina 1 tamin'ny 20 segondra tavela rehefa niverina tsikelikely tany amin'ny mpanome vaovao aho?,0
"This is one amazingbook about a man (Gary Paulsen) and his experiances with running the Iditarod dog race in Alaska. It goes through his nothing but humorous traing process, and then onto the grueling, tiring, painful race.","Boky mahavariana momba ny lehilahy iray (Gary Paulsen) sy ny traikefany tamin'ny fihazakazahana ny hazakazaka alika Iditarod any Alaska. Mandeha tsy misy afa-tsy ny fizotry ny fanazaran-tena mahatsikaiky, ary avy eo mankany amin'ny hazakazaka mandreraka, mandreraka ary maharary.",1
I'm to old to waste time.,Efa antitra aho ka mandany fotoana.,0
"Oh, and remember the cool ugly smoke monster that Durza was riding (and let me point out that Durza never used magic when fighting Eragon in the book or he would have died for sure) Oh yeah, back to the smoke monster, it was never in the book!","Oh, ary tsarovy ilay biby goavam-be setroka ratsy tarehy izay nentin'i Durza (ary mamelà ahy hanamarika fa tsy nampiasa ody mihitsy i Durza rehefa niady tamin'i Eragon tao amin'ny boky fa raha tsy izany dia ho faty tokoa izy) Oh eny, miverina amin'ilay biby goavam-be setroka, tsy tao anaty boky mihitsy izany!",0
My one complaint is that the slot load cd/dvd drive is very noisy.,Ny fitarainako iray dia ny slot load cd/dvd drive dia mitabataba be.,0
"The band that goes around the back of your head is not adjustable, and if you are wearing a collar of any sort, when you move your head at all, it will rub and move the ear buds in and out of your ears.","Tsy azo amboarina ny fehin-kibo mihodidina ao ambadiky ny lohanao, ary raha manao vozon'akanjo na inona na inona ianao, rehefa manetsika ny lohanao mihitsy ianao, dia hanosihosy sy hamindra ny sofina miditra sy mivoaka ny sofinao.",0
"But the absolutely worst song on this album would have to be ""Gift From Virgo""; Six minutes of Beyonce throwing her voice all up and down the octave chart with words so incredibly vapid you would think a valley girl with a 2.0 grade point average had written it.","Fa ny hira ratsy indrindra amin'ity rakikira ity dia tsy maintsy ""Fanomezana avy amin'ny Virgo""; Enina minitra an'i Beyonce nanipy ny feony ambony sy ambany tao amin'ny tabilao octave miaraka amin'ny teny tena manjavozavo dia heverinao fa tovovavy iray manana salan'isa 2.0 no nanoratra izany.",0
Keyboard is great for the individual that doesn't what to fool with alternate text entry methods.,Ny klavier dia tsara ho an'ny olona izay tsy mahay adala amin'ny fomba fampidirana lahatsoratra hafa.,1
The ending offers some conclusion to the divides within her family and we see that life continues on.,Ny fiafarana dia manome fehin-kevitra sasantsasany amin'ny fisarahana ao amin'ny fianakaviany ary hitantsika fa mitohy ny fiainana.,1
I realize they can't all be gems but the latest offering had me grinding my teeth in deep hatred.,Tsapako fa tsy mety ho vatosoa daholo izy ireo fa ny tolotra farany dia nahatonga ahy nikitro-nify tao anatin'ny fankahalana lalina.,0
"Compared to the other HM, it's no good.",Raha oharina amin'ny HM hafa dia tsy tsara izany.,0
"We are never 100% certain if in fact he had a daughter but I'd hedge my bets that Kerrigan is too sharp to fool his audience into false beliefs (I recognized one gut-wrenching clue when William mentions to a ticket clerk he lost his daughter on September 11th) particularly Lewis' gentle interplay with the natural born Breslin, a very excellent young actress who also shines in her sad, shy Kira, a child who is suffering as well inside and eventually blossoms into happiness and can see that there is more than meets the eye with William (who's final act has all the suspense of a melodramatic thriller in what the audience fears his truth to become).","Tsy azonay antoka 100% mihitsy raha tena manan-janaka vavy izy, fa izaho kosa dia manakana ny fisalasalako fa i Kerrigan dia maranitra loatra ka hamitaka ny mpihaino azy amin'ny finoan-diso (Fantatro ny hevitra iray mahasosotra rehefa i William nilaza tamin'ny mpiasan'ny tapakila iray fa namoy ny zanany vavy tamin'ny 11 Septambra) indrindra ny fifampiraharahana malefaka nataon'i Lewis tamin'i Breslin teraka voajanahary, zaza tena tsara ao amin'ny Kirahy mpilalao sarimihetsika izay mamiratra ihany koa. ary amin'ny farany dia mamony ao amin'ny fahasambarana ary afaka mahita fa misy mihoatra noho ny mifanena amin'ny maso miaraka amin'i William (izay ny hetsika farany dia manana ny fiahiahiana rehetra amin'ny mozika mampientam-po amin'ny zavatra atahoran'ny mpihaino ny fahamarinany).",1
This bag would be great if they would just spend two dollars more for a better closure.,Ity kitapo ity dia mety tsara raha handany roa dolara fotsiny izy ireo amin'ny fanakatonana tsara kokoa.,0
The reason for Carver's intent is not revealed until the final act (which is the weaker part of the film) but consider its post-Civil War thread and that should sate those who don't want a spoiler thrown in for good measure.,Ny anton'ny fikasan'i Carver dia tsy nambara mandra-pahatongan'ny hetsika farany (izay ampahany malemy indrindra amin'ny sarimihetsika) fa diniho ny lohahevitry ny Ady Sivily ary tokony hanome fahafaham-po an'ireo izay tsy maniry ny mpandroba atsipy amin'ny fepetra tsara.,0
An uncommon misstep for Moby.,Dingana tsy fahita firy ho an'i Moby.,0
Then dump her in the inn (or kill her if you are feeling particularly evil) and go off gallivanting with the Halfing pirate and insane necromancer instead!,Avy eo atsipazo ao amin'ny tranom-bahiny izy (na vonoy izy raha mahatsiaro tena ho ratsy ianao) ary mandehana miaraka amin'ny piraty Halfing sy ny necromancer adala!,1
I tried to get him to play through it once more but he kept screaming.,Niezaka nitaona azy hilalao indray aho saingy nikiakiaka foana izy.,0
Best scene: Jack trying to get Quaid served in a podunk pub.,Sehatra tsara indrindra: Jack miezaka ny hahazo Quaid nanompo tao amin'ny podunk pub.,1
Read it.,Vakio izany.,1
:) It doesn't fit into my son's and friend's ears as well - keeps falling out.,:) Tsy mety amin'ny sofin'ny zanako sy ny namako koa izany - milatsaka hatrany.,0
"Detectives Carson O'Connor and Michael Madison are reduced to supporting roles, nattering on about raising babies (they're now in love), eating and shooting guns.","Ny mpitsikilo Carson O'Connor sy Michael Madison dia nihena ho amin'ny andraikitry ny fanohanana, miresaka momba ny fitaizana zazakely (izy ireo izao dia mifankatia), mihinana sy mitifitra basy.",0
The gameplay is pretty much repetitive and the tracks are boring.,Miverimberina be ny lalao ary mankaleo ny lalao.,0
My real rating is -5 stars.,Ny tena naotiko dia -5 kintana.,0
If you have the choice between this and Pokemon then buy Pokemon.,Raha manana safidy eo amin'ity sy Pokemon ianao dia mividy Pokemon.,0
"The names are the worst part of these films, ""The Logos"", ""The Hammer"", ""Smith"", ""Morpheus"", ""Trinity"" and so on.","Ny anarana no ampahany ratsy indrindra amin'ireo sarimihetsika ireo, ""The Logos"", ""The Hammer"", ""Smith"", ""Morpheus"", ""Trinity"" sy ny sisa.",0
"I thought at first maybe I had a defective version of the book but after reading other reviews, I see that our problem is normal.",Nieritreritra aho tamin'ny voalohany fa mety manana kinova simba ilay boky saingy rehefa avy namaky hevitra hafa aho dia hitako fa normal ny olanay.,0
In is a little unsettling.,In dia somary tsy milamina.,0
GAMEPLAY 0/10 I would give this a something if I knew how to enter the games!,GAMEPLAY 0/10 Omeko zavatra ity raha mahay miditra amin'ny lalao aho!,0
"But the differences are much greater, and so well balanced that you see each faction represented among top players almost equally.","Saingy ny fahasamihafana dia lehibe kokoa, ary voalanjalanja tsara ka hitanao fa mitovy avokoa ny ankolafy tsirairay eo amin'ireo mpilalao ambony.",1
"Needless to say, I feel very let down.",Tsy maintsy lazaina fa tena kivy aho.,0
"The characters themselves are immaculately detailed and are representative of their in game counterparts, and the free flowing clothing and hair on each of them will make you say ""wow"" at least once.","Ny tarehin-tsoratra mihitsy dia tsy misy dikany ary misolo tena ny mpiara-miasa aminy amin'ny lalao, ary ny akanjo sy volo mikoriana maimaim-poana amin'ny tsirairay amin'izy ireo dia hahatonga anao hiteny hoe ""wow"" farafaharatsiny indray mandeha.",1
"Perhaps I set the bar too high, because I was sorely disappointed.","Napetrako ambony loatra angamba ilay bar, satria diso fanantenana be aho.",0
"While most people are only familiar with their third album, ""Under A Stone With No Inscription"", I'm here to tell you that this album is every bit as worthy of praise.","Raha tsy fantatry ny ankamaroan'ny olona afa-tsy ny rakikirany fahatelo, ""Under A Stone With No Inscription"", dia eto aho hilaza aminao fa ity rakikira ity dia mendrika ny hoderaina.",1
"The Bad-Low end PCs can't run next-gen graphics; slightly clunky keyboard controls The Hell?!-Early in the game, you can hear the guards talking about a monkey smoking a cigarette.",Ny PC ratsy farany ambany dia tsy afaka mitondra sary amin'ny taranaka manaraka; keyboard clunky kely mifehy ny Hell?!-Eo am-piandohan'ny lalao dia henonao ny mpiambina miresaka momba ny gidro mifoka sigara.,0
Some of the chapters are extremely difficult where you have to kill hundreds of aliens before you get to save the game at a checkpoint.,Ny sasany amin'ireo toko dia tena sarotra izay tsy maintsy mamono vahiny an-jatony alohan'ny hamonjena ny lalao amin'ny toeram-pisavana.,0
"If it's going to lock up that much, at least they should make the reset button more easily accessible.","Raha toa ka hihidy be izany, fara faharatsiny dia tokony hataon'izy ireo mora kokoa ny bokotra famerenana.",0
The producers never even feature 1 song where his playing takes control.,Ny mpamokatra dia tsy misy na dia hira 1 aza no mifehy ny filalaovany.,0
Newborns can now enjoy Mario Party!,Afaka mankafy Mario Party izao ny zaza vao teraka!,0
"Apoptygma Berzerk gets better with each album, artfully programming a solid pop sensibility with cutting edge danceteria and gothadustrial seasonings.","Apoptygma Berzerk dia mihatsara kokoa amin'ny rakikira tsirairay, mamolavola amin'ny fomba kanto ny fahatsapana pop matanjaka miaraka amin'ny danceteria faran'izay haingana sy ny zava-manitra gothadustrial.",1
Cons: the iPhone 3GS simply won't fit into the pouch.,Ny tsy fahampiana: ny iPhone 3GS dia tsy hiditra ao anaty kitapo fotsiny.,0
"ROCKET SCIENCE (2007) * Reece Thompson, Anna Kendrick, Nicholas D'Agostino, Vincent Piazza, Margo Martidale, Aaron Yoo, Josh Kay, Steve Park, Lisbeth Bartlett, Denis O'Hare, Jonah Hill. (Dir: Jeffrey Blitz) Lame mix of ""ELECTION"" and ""RUSHMORE"" Why is it some of the indies heralded at such prestigious film fests like Sundance often come across as crass, self-involved, hateful pieces of turgid junk?","ROCKET SCIENCE (2007) * Reece Thompson, Anna Kendrick, Nicholas D'Agostino, Vincent Piazza, Margo Martidale, Aaron Yoo, Josh Kay, Steve Park, Lisbeth Bartlett, Denis O'Hare, Jonah Hill. (Dir: Jeffrey Blitz) Fifangaroan'ny ""FIFIDIANANA"" sy ny ""RUSHMORE"" mandringa fa maninona ny sasany amin'ireo indie ambara amin'ny fetiben'ny sarimihetsika malaza toa an'i Sundance matetika no hita ho toy ny potipoti-javatra tsy misy dikany, mirotsaka amin'ny tena, feno fankahalana?",0
"Let me explain the most annoying part, even more annoying than the repetitiveness.","Avelao aho hanazava ny ampahany mahasosotra indrindra, izay mahasosotra kokoa noho ny miverimberina.",0
"The arenas, player models, crowds, coaches, lighting, and presentation are all the best I've ever seen in a basketball game.","Ny kianja, ny modelin'ny mpilalao, ny vahoaka, ny mpanazatra, ny jiro ary ny famelabelarana no tsara indrindra hitako tamin'ny lalao basikety.",1
"I have NEVER seen a belly dancer perform and all of sudden squeal out ""OOOOOooooowwww!""","Mbola tsy nahita mpandihy kibo nanao fampisehoana aho ary nikiakiaka tampoka hoe ""OOOOOooooowwww!""",0
This book is useful for younger audiences.,Ity boky ity dia mahasoa ho an'ny tanora mpihaino.,1
I believe that Lily Burana had good intentions in writing this book but I as the reader sure didn't get it.,Mino aho fa nanana fikasana tsara i Lily Burana tamin'ny fanoratana ity boky ity saingy izaho mpamaky dia tsy nahazo izany.,0
"Also, you get more than enough playing time on the battery.","Ankoatra izany, mahazo fotoana bebe kokoa amin'ny filalaovana amin'ny bateria ianao.",1
Well Black took a self-imposed sabbatical (ie he was considered a pariah and he had a near mental breakdown due to depression) and managed to get his s*%% together to make a fine comeback in this his directorial debut that delivers just what the smart-ass title suggests not so subtly.,Well Black dia nandray ny sabatical nametra-tena (izany hoe noheverina ho paria izy ary saika simba ara-tsaina noho ny fahaketrahana) ary nahavita nanangona ny s*%%-ny izy mba hiverenana tsara amin'ity lahatahiry voalohany ity izay manome izay lazain'ny anaram-bositra marani-tsaina fa tsy dia mazava loatra.,1
Where you relate and bond with Love Actually you tend to scratch your head wondering what the heck is going on.,Aiza no hifandraisanao sy hifamatotra amin'ny Fitiavana Raha ny marina dia mazàna ianao no mikaroka ny lohanao manontany tena hoe inona no mitranga.,0
"In fact, all the instruments are much better defined.","Raha ny marina, ny fitaovana rehetra dia voafaritra tsara kokoa.",1
This is used for vans in a service company and when it works it works very well.,Izany dia ampiasaina amin'ny fiara fitateram-bahoaka amin'ny orinasa serivisy ary rehefa miasa dia miasa tsara.,1
"but more like a really decent ""TWILIGHT ZONE"" episode.","fa toy ny épisode ""TILIGHT ZONE"" tena mendrika tokoa.",1
"The music has also aged well, Paul Young's voice still gives me goose bumps.","Efa antitra tsara ihany koa ny mozika, mbola mampijaly ahy ny feon'i Paul Young.",1
There was some degree of praise to Jennifer Connelly.,Nisy ambaratonga fiderana an'i Jennifer Connelly.,1
"Story: 8/10 (same as pretty much any western type anything) You are a former marshal....Bad ass dude...Well, a bunch of people want your land, along with all the land surrounding you...You kept refusing, so while you went to the store to pick up some supplies, and your wife's perfume, they murder your wife, burn down your house, and kidnap your kid!","Tantara: 8/10 (mitovy amin'ny karazana tandrefana rehetra) Mpiambina teo aloha ianao....Ratsy fanahy adala...Eny, maro be ny olona maniry ny taninao, miaraka amin'ny tany manodidina anao...Tsy nety anefa ianao, ka raha nandeha tany amin'ny magazay haka kojakoja ianao, sy ny menaka manitra ho an'ny vadinao, dia novonoiny ny vadinao, nodorany ny tranonao, ary naka an-keriny!",1
"The weakness of some aurguments, such as limited resources may have contributed to corporate financial gains are eliminated by comparing profits on historical trends prior to the conflicts.","Ny fahalemen'ny hevitra sasany, toy ny loharanon-karena voafetra dia mety nahatonga ny tombom-barotra ara-bola ho an'ny orinasa dia nesorina tamin'ny fampitahana ny tombony amin'ny fironana ara-tantara talohan'ny fifandonana.",0
Because everybody loves microphone games!,Satria tia lalao mikrô ny rehetra!,0
No problems what so ever.,Tsy misy olana na inona na inona.,1
I've never used a Canon product that felt so shoddy.,Tsy mbola nampiasa vokatra Canon aho izay nahatsapa ho ratsy.,0
I will return this one and gladly pay more to get rid of this crap.,Hameriko ity iray ity ary faly aho handoa vola bebe kokoa hanalana an'io maloto io.,0
"The albums opus is ""Sea Map"", which straddles some nether-ground between Led Zeppelin, Bardo Pond and Porcupine Tree. This is balanced by the delicate beauty of ""Scrapbook of Madness"" and ""Satellite Sun"".","Ny rakikira opus dia ""Sea Map"", izay mitsambikina eo anelanelan'i Led Zeppelin, Bardo Pond ary Porcupine Tree. Izany dia mifandanja amin'ny hatsaran'ny ""Scrapbook of Madness"" sy ny ""Satellite Sun"".",1
"Overall - 9/10 The Good-Graphics, gameplay, and audio will blow you away.","Amin'ny ankapobeny - 9/10 Ny sary tsara tarehy, ny lalao ary ny feo dia hanala anao.",1
Nothing but the best!!,Tsy misy afa-tsy ny tsara indrindra!!,1
The display is plain manual is quite complex.,Ny fampisehoana dia tsotra manual dia somary sarotra.,0
"No, of course not!","Tsia, mazava ho azy fa tsia!",1
"In this day and age of today's advanced digital technology, a golden opportunity to digitally remix and remaster some of the greatest music of the '60s, was missed.","Amin'izao vanim-potoanan'ny teknolojia dizitaly mandroso ankehitriny izao, dia tsy hita ny fahafahana volamena iray hamerenana sy hamerenana indray ny sasany amin'ireo mozika lehibe indrindra tamin'ny taona 60.",0
"Also, many of these tracks are just filler or fluff, such as the James Bond Theme remix which is listed on the Amazon track list as: ""9. James Bone Theme - Paul Oakenfold, Norman, Monty"" James Bone Theme is about right.","Ary koa, maro amin'ireo lalana ireo no filler na fluff fotsiny, toy ny James Bond Theme remix izay voatanisa ao amin'ny lisitry ny track Amazon hoe: ""9. James Bone Theme - Paul Oakenfold, Norman, Monty"" James Bone Theme dia momba ny marina.",0
"And speaking of battles, this game is one of the easiest Final Fantasies ever.","Ary miresaka ady, ity lalao ity dia iray amin'ireo nofinofy farany mora indrindra hatramin'izay.",0
There is so much too do.,Be dia be koa ny atao.,1
The scares that fail to come are largely due to Roth's build up (finally) after nearly a half hour of lead up with unlikable characters whose sympathy we're supposed to gather by the time they meet their fates with grisly results when in fact the punches are indeed pulled.,Ny tahotra tsy ho tonga dia noho ny fananganana an'i Roth (farany) taorian'ny efa ho antsasak'adiny niarahana tamin'ireo olo-malaza tsy tiana izay tokony hiangona amin'ny fotoana hihaonany amin'ny fiafaran'izy ireo miaraka amin'ny vokatra mahatsiravina raha ny marina dia voasintona tokoa ny totohondry.,0
The ability to chose the dark side or light side through random killing or giving a way money is beautiful.,Ny fahafahana misafidy ny lafiny maizina na ny mazava amin'ny alalan'ny famonoana kisendrasendra na fanomezana vola dia tsara tarehy.,1
